Content Category Type,Content Category,title,content file type,Lesson/ Chapter,description,thumb Image file name (must be unique) (with extension),content file name (must be unique) (with extension),is Published,view order,Tag 1,Tag 2,Tag 3,Tag 4
Pre-Primary,Amar  Boi,"ভাষার কাজ: প্রাক - পঠন ও প্রাক - লিখন ঙ, চ,ছ।  সৃজনশীল কাজ: গান - এমন মজা হয়না। অন্যাণ্য কাজ: স্বাস্থ- দাঁত মাজা। পাঠ-১৭",VIDEO,"বর্ণমালা পরিচিতি-ব্যঞ্জনবর্ণ ঙ, চ,ছ","ধ্বনির প্রতীক (বর্ণ) শনাক্ত করতে পারবে। শব্দ থেকে বর্ণ শনাক্ত করতে পারবে। ছন্দের তালে তালে স্থানীয়/ লোকজ ও অন্যান্য শিশুতোষ গান গাইতে পারবে। নিয়মিত দাঁত মাজতে, হাত ধুতে, চুল আচড়াতে, হাঁচি-কাশির সময় মুক ঢাকতে ও টয়লেট ব্যবহারের পর সাবান বা ছাই দিয়ে হাত ধোয়ার অভ্যাস গঠন করবে।",EP 34_Pre-Primary.jpg,"EP 34, Pre-Primary.mp4",Yes,34,Emo Moja Hoi na,"ভাষার কাজ: প্রাক - পঠন ও প্রাক - লিখন ঙ, চ,ছ।  সৃজনশীল কাজ: গান - এমন মজা হয়না। অন্যাণ্য কাজ: স্বাস্থ- দাঁত মাজা। পাঠ-১৭",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"গান- দোল দোলানি, প্রাক পঠন ও প্রাক লিখন- ব,ভ. শ খালি ঘর হারিয়ে যাওয়া বর্ণ লিখি",VIDEO,"বর্ণমালা পরিচিতি-ব্যঞ্জনবর্ণ ব,ভ. শ","ছড়া, গান, গল্প করতে পারবে। ধ্বনির প্রতীক (বর্ণ) শনাক্ত করতে পারবে। ধ্বনির প্রতীক (বর্ণ) লিখতে পারবে। শব্দ থেকে বর্ণ শনাক্ত করতে পারবে। স্থানীয় সাধারণ বাদ্যযন্ত্র চিনতে ও বলতে পারবে।",EP 35_Pre-Primary.jpg,"EP 35, Pre-Primary.mp4",Yes,35,Dol Doloni,"গান- দোল দোলানি, প্রাক পঠন ও প্রাক লিখন- ব,ভ. শ খালি ঘর হারিয়ে যাওয়া বর্ণ লিখি",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"১। সৃৃজনশীল কাজ ঃ গান- আমাদের দেশেটা স্বপ্নপুরী, সম্পূর্ণ। ( শি. সহায়িকা -৬৪), ২। নিরাপত্তা ঃ রাস্তায় সংকেত। (আমার বই -৯৫) পাঠ ঃ ৪৪ ",VIDEO,প্রযুক্তি স্বাস্থ্য নিরাপত্তাঃ রাস্তায় সংকেত,"ছড়া, গান, গল্প করতে পারবে। ছন্দের তালে তালে স্থানীয়/ লোকজ ও অন্যান্য শিশুতোষ গান গাইতে পারবে। নিরাপত্তাজনিত সাধারন নিয়ম- কানুন অনুসরন করতে পারবে এবং রাস্তা, গাড়ি বা বাইরে চলাচলের  সময় তা মেনে চলতে পারবে।",EP 36_Pre-Primary.jpg,"EP 36, Pre-Primary.mp4",Yes,36,Amdr Deshta Shopnopuri,"১। সৃৃজনশীল কাজ ঃ গান- আমাদের দেশেটা স্বপ্নপুরী, সম্পূর্ণ। ( শি. সহায়িকা -৬৪), ২। নিরাপত্তা ঃ রাস্তায় সংকেত। (আমার বই -৯৫) পাঠ ঃ ৪৪ ",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"ব্যায়াম -৪ (হাত ও ঘড়ের ব্যায়াম), সংখ্যা ছড়া",VIDEO,ব্যায়াম -৪ ,"বিভিন্ন শারীরিক কসরত করতে পারবে। ছড়া, গান, গল্প বলতে পারবে। অভিনয় ও অঙ্গভঙ্গির মাধ্যমে ছড়া কবিতা, গল্প উপস্থাপন করতে পারবে। পরিচিত বস্তু, ছবি বা দৃশ্যপট সম্পর্কে বলতে পারবে।",EP 37_Pre-Primary.jpg,"EP 37, Pre-Primary.mp4",Yes,37,Exercise 4,"ব্যায়াম -৪ (হাত ও ঘড়ের ব্যায়াম), সংখ্যা ছড়া",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"ব্যায়াম-৫, সৃজনশীল কাজ, -ছড়া (আয় আয় চাঁদ মামা) প্রাক পঠন ও প্রাক লিখন-ই,ঈ",VIDEO,"বর্ণমালা পরিচিতি-স্বরবর্ণ ই,ঈ","বিভিন্ন শারীরিক কসরত করতে পারবে।  ছড়া, গান, গল্প বলতে পারবে। অভিনয় ও অঙ্গভঙ্গির মাধ্যমে ছড়া কবিতা, গল্প উপস্থাপন করতে পারবে। শব্দ থেকে বর্ণ শনাক্ত করতে পারবে। ",EP 38_Pre-Primary.jpg,"EP 38, Pre-Primary.mp4",Yes,38,Prak gothon ,"ব্যায়াম-৫, সৃজনশীল কাজ, -ছড়া (আয় আয় চাঁদ মামা) প্রাক পঠন ও প্রাক লিখন-ই,ঈ",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"খরগোশ ও কচ্ছপ, সংখ্যা-৮ পাঠ-১৮",VIDEO,খরগোশ ও কচ্ছপ,ছোট ছোট গল্প শুনে নিজের মতো করে বলতে পারবে। পর্যন্ত সংখ্যা প্রতীক চিনতে ও বলতে পারবে। পর্যন্ত যে কোন বাস্তব সংখ্যক উপকরণের  সঙ্গে তার সংখ্যা প্রতীক মিলাতে পারবে। পর্যান্ত যে কোন সংখ্যক অর্ধবাস্তব উপকরণের (ছবির) সঙ্গে তার সংখ্যা প্রতীক মেলাতে পারবে।,EP 39_Pre-Primary.jpg,"EP 39, Pre-Primary.mp4",Yes,39,Khorgosh O kochop,"খরগোশ ও কচ্ছপ, সংখ্যা-৮ পাঠ-১৮",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"ছড়া - এমন মজা হয়না, বর্ণ শিখি জ,ঝ  পাঠ- ১৯",VIDEO,"বর্ণমালা পরিচিতি-ব্যঞ্জনবর্ণ জ,ঝ ","ছড়া, গানা, গল্প বলতে পারবে। ছন্দের তালে তালে স্থানীয়/ লোকজ ও অন্যানা শিশুতোষ গান গাইতে পারবে। ধ্বনির প্রতীক শনাক্ত করতে পারবে। ধ্বনির প্রতীক (বর্ণ) শনাক্ত করতে পারবে।",EP 40_Pre-Primary.jpg,"EP 40, Pre-Primary.mp4",Yes,40,"Ja, Jha","ছড়া - এমন মজা হয়না, বর্ণ শিখি জ,ঝ  পাঠ- ১৯",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"ছড়া-নোটন নোটন পায়রা, বর্ণ শিখি ট, ঠ ; বিজ্ঞান: উদ্ভিদ ও প্রাণী",VIDEO,"বর্ণমালা পরিচিতি-ব্যঞ্জনবর্ণ ট, ঠ ","ছড়া, গানা, গল্প বলতে পারবে। অভিনয় ও অঙ্গভঙ্গির মাধ্যমে ছড়া কবিতা, গল্প উপস্থাপন করতে পারবে।  স্থানীয়, লোকজ ও অন্যান্য শিশুতোষ ছড়া, ও কবিতা আবৃত্তি করতে পারবে।ধ্বনির প্রতীক শনাক্ত করতে পারবে। শব্দ থেকে বর্ণ শনাক্ত করতে পারবে। ধ্বনির প্রতীক (বর্ণ) শনাক্ত করতে পারবে। উদ্ভিদ ও প্রণীর পার্থক্য করতে পারবে।",EP 41_Pre-Primary.jpg,"EP 41, Pre-Primary.mp4",Yes,41,Noton Noton Paira,"ছড়া-নোটন নোটন পায়রা, বর্ণ শিখি ট, ঠ  বিজ্ঞান: উদ্ভিদ ও প্রাণী",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"১) পরিবেশ, স্বাস্থ্য ও প্রযুক্তি-দিনের বিভিন্ন অংশ। ২) প্রারম্ভিক গণিত- সংখ্যা গুণা, প্রতিক পড়া ও লেখা (৬) পাঠ ঃ ১৪ ",VIDEO, পরিবেশ- দিনের বিভিন্ন অংশ,"দিনের বিভিন্ন অংশ (সকল, দুপুর, বিকাল, সন্ধ্যা) আলাদাভাবে চিহ্নিত করতে পারবে। সংখ্যা প্রতিক ৬ চিনতে ও বলতে পারবে। সংখ্যা প্রতিক ৬ লিখতে পারবে।",EP 42_Pre-Primary.jpg,"EP 42, Pre-Primary.mp4",Yes,42,"Environment, Health and Technology","১) পরিবেশ, স্বাস্থ্য ও প্রযুক্তি-দিনের বিভিন্ন অংশ। ২) প্রারম্ভিক গণিত- সংখ্যা গুণা, প্রতিক পড়া ও লেখা (৬) পাঠ ঃ ১৪ ",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,"ব্যায়াম-৩, সৃজনশীল কাজ, -ছড়া ( আয় আয় চাঁদ মামা) সম্পূর্ণ প্রাক পঠন ও প্রাক লিখন-উ, ঊ এবং ঋ ",VIDEO,"বর্ণমালা পরিচিতি-স্বরবর্ণ-উ, ঊ এবং ঋ ","বিভিন্ন শারীরিক কসরত করতে পারবে। ছড়া, গান, গল্প বলতে পারবে। অভিনয় ও অঙ্গভঙ্গির মাধ্যমে ছড়া কবিতা, গল্প উপস্থাপনা করতে পারবে। শব্দ থেকে বর্ণ শনাক্ত করতে পারবে।",EP 43_Pre-Primary.jpg,"EP 43, Pre-Primary.mp4",Yes,43,Jog Kori,"ব্যায়াম-৩, সৃজনশীল কাজ, -ছড়া ( আয় আয় চাঁদ মামা) সম্পূর্ণ প্রাক পঠন ও প্রাক লিখন-উ, ঊ এবং ঋ ",Amar  Boi,আমার  বই
Pre-Primary,Amar  Boi,গান- আমাদের দেশটা স্বপ্নপুরি ১ম ৬ লাইন গণিতের কাজ: যোগ করি পাঠ-৪৩,VIDEO,সংখ্যার ধারণা- গণনা করি,"ছড়া, গান, গল্প বলতে পারবে।  ছন্দের তালে তালে স্থানীয় / লোকজ ও অন্যান্য শিশুতোষ গান গাইতে পারবে। বাস্তব ও অর্ধবাস্তব উপকরণের সাহায্যে যোগ করতে পারবে  (যোগফল ৯ এর বেশি হবেনা)। এক অঙ্কের দুইটি সংখ্যার যোগ করতে পারবে (যোগফল ৯ এর বেশি হবেনা) ।",EP 44_Pre-Primary.jpg,"EP 44, Pre-Primary.mp4",Yes,44,Exercise 3-2,গান- আমাদের দেশটা স্বপ্নপুরি ১ম ৬ লাইন গণিতের কাজ: যোগ করি পাঠ-৪৩,Amar  Boi,আমার  বই
