File Name,Size (MB)
"Ep_17_Class_4_Lesson_5_গানিতিক বাক্য এবং হিসাবের ধারাবাহিকতা.mp4",2194.92
"Ep_17_Class_5_Lesson_5_মৌলিক উৎপাদকে.mp4",993.36
"Ep_18_Class_3_Lesson_4_গুণ.mp4",659.05
"Ep_18_Class_4_Lesson_6_গাণিতিক প্রতীক.mp4",1360.59
"Ep_18_Class_5_Lesson_3_ভগ্নাংশের সাহায্যে গুণ.mp4",1026.98
"Ep_19_Class_3_Lesson_5_ভাগ.mp4",545.36
"Ep_19_Class_4_Lesson_6_গাণিতিক প্রতীক.mp4",1931.84
"Ep_19_Class_5_Lesson_3_ভগ্নাংশের ভাগ.mp4",1462.18
"Ep_1_Class_3_Lesson_1_১.১ (সংখ্যা গণনা ).mp4",1173.52
"Ep_1_Class_4_Lesson_1_পাঁচ অঙ্কের সংখ্যা.mp4",1729.55
"Ep_1_class_2_lesson_1_স্থানীয় মান.mp4",744.26
"Ep_20_Class_2_Lesson_5_ ১ ও ১০ এর গুণ.mp4",1040.28
"Ep_20_Class_3_Lesson_2_ ২০ পর্যন্ত গুণ.mp4",935.65
"Ep_20_Class_4_Lesson_6_খালি সংবলিত গাণিতিক বাক্য.mp4",1540.09
"Ep_20_Class_5_Lesson_6_প্রকৃত ভগ্নাংশ.mp4",769.15
"Ep_21_Class_2_Lesson_5_ ( ০ ) এর গুণ.mp4",635.19
"Ep_21_Class_3_Lesson_4_গুণ.mp4",1100.85
"Ep_21_Class_4_Lesson_7_গুণনিয়ক ও সাধারণ গুণনিয়ক.mp4",1861.57
"Ep_21_Class_5_Lesson_10_আয়ত ও বর্গ.mp4",1482.44
"Ep_22_Class_2_lesson_5_ গুণের নামতা দেখি.mp4",958.66
"Ep_22_Class_3_Lesson_4_তিন অঙ্কের সংখ্যাকে এক অঙ্কের সংখ্যা দ্বারা গুণ.mp4",944.03
"Ep_22_Class_4_Lesson_7_মৌলিক সংখ্যা.mp4",1977.01
"Ep_22_Class_5_Lesson_10_সামান্তরিক ও ট্রাপিজিয়ান.mp4",1366.73
"Ep_23_Class_2_Lesson_5_ গুণের নামতা দেখি.mp4",656.52
"Ep_23_Class_3_Lesson_5_দুই অঙ্কের সংখ্যাকে এক অঙ্কের সংখ্যা দ্বারা ভাগ.mp4",944.73
"Ep_23_Class_4_Lesson_7_গুনিতক ও গুণনীয়ক.mp4",1113.40
"Ep_23_Class_5_Lesson_6_অপ্রকৃত ও মিশ্র ভগ্নাংশ.mp4",2451.96
"Ep_24_Class_2_Lesson_5_গুণের  নামতার সাহায্যে খালি জায়গা পূরণ.mp4",979.26
"Ep_24_Class_3_Lesson_5_দুই অঙ্কের সংখ্যাকে এক অঙ্কের সংখ্যা দ্বারা ভাগ.mp4",737.14
"Ep_24_Class_4_Lesson_7_গুনিতক ও গুননীয়ক.mp4",1193.15
"Ep_24_Class_5_Lesson_6_ভগ্নাংশকে পূর্ণ সংখ্যা দ্বারা গুণ.mp4",1833.76
"Ep_25_Class_2_Lesson_5_ গুণের গাণিতিক সমস্যা.mp4",1084.79
"Ep_25_Class_3_Lesson_5_তিন অঙ্কের সংখ্যাকে এক অঙ্কের সংখ্যা দ্বারা ভাগ করতে পারবে.mp4",706.19
"Ep_25_Class_4_Lesson_7_গুণনিয়ক ও সাধারণ গুণনিয়ক.mp4",1363.79
"Ep_25_Class_5_Lesson_6_ভগ্নাংশকে পূর্ণ সংখ্যা দ্বারা ভাগ.mp4",1546.47
"Ep_26_Class_2_Lesson_5_ গুণের ধারণা.mp4",970.32
"Ep_26_Class_3_Lesson_5_ভাগ.mp4",774.23
"Ep_26_Class_4_Lesson_13_রেখা.mp4",632.58
"Ep_26_Class_5_Lesson_6_ভগ্নাংশের ভাগ.mp4",892.47
"Ep_27_Class_2_Lesson_5_ ৫ ও ২ এর গুণ.mp4",1336.70
"Ep_27_Class_3_Lesson_5_ভাগ.mp4",633.86
"Ep_27_Class_4_Lesson_13_রেখা- ৩.mp4",881.45
"Ep_27_Class_5_Lesson_6_ভগ্নাংশের ভাগ.mp4",818.43
"Ep_28_Class_2_Lesson_5_ ৩ ও ৪ এর গুণ.mp4",1107.94
"Ep_28_Class_3_Lesson_8_ভগ্নাংশ.mp4",597.36
"Ep_28_Class_4_Lesson_13_রেখা ও কোণ.mp4",993.41
"Ep_28_Class_5_Lesson_7_ ২ অঙ্কের সংখ্যা দ্বারা ভাগ.mp4",636.42
"Ep_29_Class_2_lesson_5_ ৬ ও ৭ এর গুণ.mp4",1221.33
"Ep_29_Class_3_Lesson_6_যোগ, বিয়োগ, গুণ ও ভাগ সংক্রান্ত সমস্যা.mp4",757.30
"Ep_29_Class_4_Lesson_8_ভগ্নাংশের তুলনা.mp4",1424.98
"Ep_29_Class_5_Lesson_7_ ১০ এবং ১০০ দ্বারা ভাগ.mp4",500.12
"Ep_2_Class_2_Lesson_1_সংখ্যার তুলনা.mp4",612.10
"Ep_2_Class_3_Lesson_1_সংখ্যা গণনা.mp4",962.48
"Ep_2_Class_4_Lesson_14_বাহুভেদে ত্রিভুজ.mp4",1420.59
"Ep_30_Class_2_Lesson_5_ ৮ ও ৯ এর গুণ.mp4",1174.22
"Ep_30_Class_3_Lesson_6_যোগ, বিয়োগ, গুণ, ভাগ সংক্রাত সমস্যা.mp4",824.95
"Ep_30_Class_4_Lesson_8_সমতুল ভগ্নাংশ.mp4",1024.79
"Ep_30_Class_5_Lesson_7_দশমিক সংখ্যা দিয়ে গুণ.mp4",641.61
"Ep_31_Class_2_Lesson_6_ কতজনকে দেওয়া যাবে.mp4",726.76
"Ep_31_Class_3_Lesson_6_যোগ ,বিয়োগ, গুণ ও সংক্রান্ত সমস্যা.mp4",662.57
"Ep_31_Class_4_Lesson_8_সাধারণ হর খুঁজে বের করা.mp4",1297.43
"Ep_31_Class_5_Lesson_7_ ১০ এবং ১০০ দ্বারা ভাগ.mp4",625.48
"Ep_32_Class_2_Lesson_6_ ভাগের হিসাব.mp4",1060.74
"Ep_32_Class_3_Lesson_3_যোগ, বিয়োগ, গুণ ও  ভাগ সংক্রান্ত সমস্যা.mp4",763.90
"Ep_32_Class_4_Lesson_8_সাধারণ হর খুঁজে বের করা.mp4",1297.43
"Ep_32_Class_5_Lesson_7_দশমিক সংখ্যা.mp4",571.00
"Ep_33_Class_2_Lesson_6_ ভাগ ( নিজে করি ).mp4",543.21
"Ep_33_Class_3_Lesson_10_চতুর্ভুজ.mp4",545.60
"Ep_33_Class_4_Lesson_8_ভগ্নাংশের যোগ ও বিয়োগ.mp4",1324.89
"Ep_33_Class_5_Lesson_7_পূর্ণ সংখ্যা দ্বারা গুণ.mp4",851.22
"Ep_34_Class_2_lesson_6_ ভাগের হিসাব.mp4",471.63
"Ep_34_Class_3_Lesson_10_বৃত্ত.mp4",536.74
"Ep_34_Class_4_Lesson_8_সাধারণ ভগ্নাংশ.mp4",1265.85
"Ep_34_Class_5_Lesson_5_গরিষ্ঠ সাধারণ গুণনীয়ক ( গসাগু ).mp4",613.80
"Ep_35_Class_2_Lesson_7_ভাগ ( নিজে করি ).mp4",654.22
"Ep_35_Class_3_Lesson_7_বাংলাদেশি মুদ্রা ও নোট.mp4",687.31
"Ep_35_Class_4_Lesson_9_দশমিক ভগ্নাংশ.mp4",2258.08
"Ep_35_Class_5_Lesson_10_রম্বস.mp4",1317.25
"Ep_36_Class_2_lesson_6_ ভগ্নাংশ ( অর্ধেক পরিচিতি ).mp4",515.44
"Ep_36_Class_3_lesson_7_বাংলাদেশি মুদ্রা ও নোট.mp4",829.77
"Ep_36_Class_4_Lesson_9_দশমিক ভগ্নাংশ ও সাধারণ ভগ্নাংশ.mp4",888.62
"Ep_36_Class_5_Lesson_10_বৃত্ত.mp4",1508.84
"Ep_37_Class_2_Lesoon_8_ভগ্নাংশ ( এক চতুর্থাংশ পরিচিতি ).mp4",1013.89
"Ep_37_Class_3_Lesson_7_বাংলাদেশি মুদ্রা ও নোট.mp4",886.44
"Ep_37_Class_4_Lesson_9_দশমিক ভগ্নাংশের যোগ বিয়োগ.mp4",869.69
"Ep_37_Class_5_Lesson_8_গড়.mp4",909.77
"Ep_38_Class_2_Lesson_8_ভগ্নাংশ ( এক চতুর্থাংশ পরিচিতি ).mp4",522.61
"Ep_38_Class_3_Lesson_7_বাংলাদেশি মুদ্রা ও নোট.mp4",793.78
"Ep_38_Class_4_Lesson_9_দশমিক ভগ্নাংশের আকার.mp4",1158.65
"Ep_38_Class_5_Lesson_8_গড় নির্ণয়ের অন্য উপায়.mp4",814.39
"Ep_39_Class_2_Lesson_9_দৈর্ঘ্য.mp4",1061.17
"Ep_39_Class_3_Lesson_10_বিন্দু, রেখা ও তেল.mp4",853.62
"Ep_39_Class_4_Lesson_9_দশমিক ভগ্নাংশের যোগ ও বিয়োগ.mp4",975.01
"Ep_39_Class_5_Lesson_9_শতকরা ( রাশির তুলনা ).mp4",1254.25
"Ep_3_Class_3_Lesson_1_স্থানীয় মান.mp4",1136.56
"Ep_3_Class_4_Lesson_1_সংখ্যারেখা.mp4",1625.42
"Ep_3_class_2_lesson_1_সংখ্যার তুলনা.mp4",951.07
"Ep_40_Class_2_Lesson_9_পরিমাপ (ওজন).mp4",1001.91
"Ep_40_Class_3_Lesson_8_ভগ্নাংশ.mp4",1081.11
"Ep_40_Class_4_Lesson_10_দৈর্ঘ এবং পরিসীমা.mp4",1829.99
"Ep_40_Class_5_Lesson_9_শতকরা ( রাশির তুলনা ).mp4",1467.15
"Ep_41_Class_2_Lesson_9_দিন, সপ্তাহ, বর্ষপঞ্জি.mp4",1486.37
"Ep_41_Class_3_Lesson_8_ভগ্ননাগশের তুলনা.mp4",1243.29
"Ep_41_Class_4_Lesson_10_ওজন পরিমাপ.mp4",930.73
"Ep_41_Class_5_Lesson_9_শতকরা ( সরল মুনাফা ).mp4",1114.82
"Ep_42_Class_2_Lesson_9_১২ মাসের নাম.mp4",819.57
"Ep_42_Class_3_Lesson_8_ভগ্নাংশের যোগ.mp4",1056.49
"Ep_42_Class_4_Lesson_10_তরল পদার্থের আয়তন পরিমাপ.mp4",693.03
"Ep_42_Class_5_Lesson_11_আয়তের ক্ষেত্রফল.mp4",1434.45
"Ep_43_Class_2_Lesson_9_সময়.mp4",1004.95
"Ep_43_Class_3_Lesson_8_ভগ্নাগশের বিয়োগ.mp4",1126.38
"Ep_43_Class_4_Lesson_10_ক্ষেত্রফল.mp4",732.25
"Ep_43_Class_5_Lesson_11_দৈর্ঘ পরিমাপ.mp4",1539.02
"Ep_44_Class_2_Lesson_10_জ্যামিতিক আকৃতি.mp4",1167.71
"Ep_44_Class_3_Lesson_9_ওজন পরিমাপ.mp4",1957.28
"Ep_44_Class_4_Lesson_10_ক্ষেত্রফল.mp4",742.40
"Ep_44_Class_5_Lesson_11_ওজন পরিমাপ.mp4",1323.83
"Ep_45_Class_2_Lesson_10_জ্যামিতিক আকৃতি.mp4",1642.35
"Ep_45_Class_3_Lesson_9_সময়.mp4",1454.36
"Ep_45_Class_4_Lesson_11_সময়.mp4",1502.17
"Ep_45_Class_5_lesson_11_অধিবর্ষ,দশক, যুগ,শতাব্দী.mp4",1474.80
"Ep_46_Class_2_Lesson_10_জ্যামিতিক আকৃতি.mp4",1809.46
"Ep_46_Class_3_Lesson_9_সময়.mp4",1484.72
"Ep_46_Class_4_Lesson_11_সময়.mp4",2140.97
"Ep_46_Class_5_lesson_12_ ২৪ ঘণ্টা সময়সূচী.mp4",854.56
"Ep_47_Class_2_Lesson_10_জ্যামিতিক আকৃতি.mp4",1474.19
"Ep_47_Class_3_Lesson_9_সময়.mp4",1324.10
"Ep_47_Class_4_Lesson_12_সারণি তৈরি করা.mp4",1422.78
"Ep_47_Class_5_Lesson_13_উপাত্ত বিন্যস্তকরণ.mp4",728.78
"Ep_48_Class_2_Lesson_10_নিজে করি (যোগ ও বিয়োগ).mp4",2248.25
"Ep_48_Class_3_Lesson_9_ওজন পরিমাপ.mp4",722.17
"Ep_48_Class_4_Lesson_12_স্তম্ভলেখার সাহায্যে প্রদর্শন করা.mp4",1324.10
"Ep_48_Class_5_Lesson_13_সারণি ও লেখচিত্রের ব্যাবহার.mp4",1179.62
"Ep_49_Class_2_Lesson_10_জ্যামিতিক আকৃতি.mp4",955.12
"Ep_49_Class_3_Lesson_9_দৈর্ঘ্য পরিমাপ.mp4",1000.11
"Ep_49_Class_4_Lesson_14_ত্রিভুজ.mp4",1743.85
"Ep_49_Class_5_Lesson_13_জনসংখ্যা.mp4",890.57
"Ep_4_Class_2_lesson_1_সংখ্যা.mp4",734.66
"Ep_4_Class_3_Lesson_1_সংখ্যা তুলনা.mp4",1227.68
"Ep_4_Class_4_Lesson_1_সংখ্যার তুলনা.mp4",1712.71
"Ep_50_Class_2_Lesson_2_দুই অঙ্কের সংখ্যা.mp4",697.37
"Ep_50_Class_4_Lesson_1_ছয়,সাত ও আট অঙ্কের সংখ্যা.mp4",1946.31
"Ep_50_Class_5_lesson_1_ছয়,সাত ও আট অঙ্কের সংখ্যা.mp4",1946.31
"Ep_51_Class_2_Lesson_6_প্রত্যেকে কয়টি করে পাবে.mp4",681.45
"Ep_52_Class_2_Lesson_9_তরলের আয়তন.mp4",1226.03
"Ep_5_Class_3_Lesson_1_ক্রমবাচক সংখ্যা.mp4",338.74
"Ep_5_Class_4_Lesson_2_বিয়োগ.mp4",1088.91
"Ep_6_Class_3_Lesson_2_তিন সংখ্যার যোগ করি.mp4",1413.10
"Ep_6_Class_4_Lesson_2_বিয়োগ.mp4",1188.65
"Ep_7_Class_2_Lesson_1_সংখ্যা (৫১-১০০).mp4",1364.01
"Ep_7_Class_3_Lesson_2_যোগ করি.mp4",1134.84
"Ep_7_Class_4_Lesson_2_যোগ.mp4",1082.09
"Ep_8_Class_2_Lesson_1_জোড় এবং বিজোড় সংখ্যা.mp4",1973.33
"Ep_8_Class_3_Lesson_2_দুই অঙ্কের যোগ.mp4",2128.16
"Ep_8_Class_4_Lesson_2_যোগ ও বিয়োগ সংক্রান্ত সমস্যা.mp4",1493.66
"Ep_9_Class_3_Lesson_2_তিন ও চার সংখ্যার যোগ.mp4",1825.96
"Ep_9_Class_4_Lesson_3_তিন ও চার অঙ্কের সংখ্যার গুণ.mp4",1270.85
"Math_Grade 1_EP 10__যোগের ধারণা.mp3",7.43
"Math_Grade 1_EP 11__যোগের ধারণা.mp3",7.34
"Math_Grade 1_EP 13__যোগের ধারণা.MP3",6.94
"Math_Grade 1_EP 14__যোগ.MP3",7.66
"Math_Grade 1_EP 15__যোগ.MP3",7.75
"Math_Grade 1_EP 16__যোগ.MP3",6.53
"Math_Grade 1_EP 17__বিয়োগের ধারণা.MP3",11.00
"Math_Grade 1_EP 18__বিয়োগের ধারণা.MP3",6.90
"Math_Grade 1_EP 19__বিয়োগের ধারণা.mp3",8.77
"Math_Grade 1_EP 1__তুলনা.mp3",9.48
"Math_Grade 1_EP 20__বিয়োগের ধারণা.mp3",7.72
"Math_Grade 1_EP 21__বিয়োগের ধারণা.mp3",8.26
"Math_Grade 1_EP 22__বিয়োগ (১১-২০).mp3",7.73
"Math_Grade 1_EP 23__বিয়োগ.mp3",8.62
"Math_Grade 1_EP 24__স্থানীয় মান.mp3",7.93
"Math_Grade 1_EP 25__স্থানীয় মান.MP3",5.96
"Math_Grade 1_EP 26__জ্যামিতিক আকৃতি.MP3",8.63
"Math_Grade 1_EP 27__জ্যামিতিক আকৃতি.MP3",10.58
"Math_Grade 1_EP 28__প্যাটার্ন.MP3",6.67
"Math_Grade 1_EP 29__মুদ্রা.MP3",7.17
"Math_Grade 1_EP 2__তুলনা.mp3",7.80
"Math_Grade 1_EP 30__মুদ্রা.MP3",6.82
"Math_Grade 1_EP 3__গণনা.mp3",9.05
"Math_Grade 1_EP 4__গণনা.mp3",10.19
"Math_Grade 1_EP 5__সংখ্যা (1 - 10).mp3",8.01
"Math_Grade 1_EP 6__সংখ্যা (1 - 10).mp3",7.23
"Math_Grade 1_EP 7__সংখ্যা (11 - 20).mp3",8.11
"Math_Grade 1_EP 8__সংখ্যা (21 - 40).mp3",10.77
"Math_Grade 1_EP 9__সংখ্যা(সংখ্যার তুলনা).mp3",6.42
"Math_Grade 2_EP 10_হাতে না রেখে বিয়োগ.mp3",8.89
"Math_Grade 2_EP 11_হাতে রেখে বিয়োগ.mp3",10.22
"Math_Grade 2_EP 12_যোগ বিয়োগের সম্পর্ক.mp3",9.13
"Math_Grade 2_EP 13_গুণের ধারণা.mp3",10.45
"Math_Grade 2_EP 14_০ এর গুণ.mp3",9.12
"Math_Grade 2_EP 15_প্রত্যেকে কয়টি করে পাবে.mp3",8.07
"Math_Grade 2_EP 16_ভাগের হিসাব.mp3",9.47
"Math_Grade 2_EP 17_বাংলাদেশি মুদ্রা ও নোট.mp3",18.17
"Math_Grade 2_EP 18_বাংলাদেশি মুদ্রা ও নোট.mp3",8.02
"Math_Grade 2_EP 19_ভগ্নাংশ.mp3",8.78
"Math_Grade 2_EP 1_স্থানীয় মান.mp3",8.36
"Math_Grade 2_EP 20_ভগ্নাংশ.MP3",8.40
"Math_Grade 2_EP 21_ভগ্নাংশ.MP3",7.05
"Math_Grade 2_EP 22_ভগ্নাংশ.MP3",7.61
"Math_Grade 2_EP 23_পরিমাপ.MP3",6.80
"Math_Grade 2_EP 24_পরিমাপ.MP3",7.17
"Math_Grade 2_EP 25_পরিমাপ.mp3",8.47
"Math_Grade 2_EP 26_পরিমাপ.mp3",7.21
"Math_Grade 2_EP 2_সংখ্যার তুলনা.mp3",8.95
"Math_Grade 2_EP 3_সংখ্যা ( ৫১-১০০).mp3",8.41
"Math_Grade 2_EP 4_ জোড় ও বিজোড় সংখ্যা.mp3",8.97
"Math_Grade 2_EP 5_ নানাবিধ উপায়ে সংখ্যা গণনা.mp3",9.56
"Math_Grade 2_EP 6_শূন্য ব্যতীত যোগ.mp3",8.49
"Math_Grade 2_EP 7_শূন্য ব্যতীত যোগ.mp3",8.37
"Math_Grade 2_EP 8_শূন্য সহকারে যোগ.mp3",7.76
"Math_Grade 2_EP 9_এক অংকের সংখ্যার সাথে দুই অংকের সংখ্যা যোগ.mp3",9.17
"Math_Grade 3_EP 10_গুণ.MP3",8.51
"Math_Grade 3_EP 11_গুণ.MP3",8.54
"Math_Grade 3_EP 12_গুণ.mp3",9.91
"Math_Grade 3_EP 13_ভাগ.mp3",8.88
"Math_Grade 3_EP 14_যোগ বিয়োগ গুণ ও ভাগ সংক্রান্ত.mp3",7.97
"Math_Grade 3_EP 15_বাংলাদেশী মুদ্রা ও নোট.mp3",7.86
"Math_Grade 3_EP 16_বাংলাদেশী মুদ্রা ও নোট.mp3",8.76
"Math_Grade 3_EP 17_ভগ্নাংশ.mp3",7.08
"Math_Grade 3_EP 18_ভগ্নাংশ.mp3",9.30
"Math_Grade 3_EP 19_ভগ্নাংশ.mp3",8.21
"Math_Grade 3_EP 1_ সংখ্যা গণনা.MP3",8.29
"Math_Grade 3_EP 20_ভগ্নাংশ.MP3",9.55
"Math_Grade 3_EP 21_ভগ্নাংশ.MP3",7.88
"Math_Grade 3_EP 22_দৈর্ঘ্য.MP3",8.42
"Math_Grade 3_EP 23_দৈর্ঘ্য.MP3",8.93
"Math_Grade 3_EP 24_ওজন.MP3",8.63
"Math_Grade 3_EP 25_সময়.MP3",11.82
"Math_Grade 3_EP 26_সময়.mp3",8.01
"Math_Grade 3_EP 27_বিন্দু , রেখা , তল.mp3",7.04
"Math_Grade 3_EP 28_কোণ.mp3",7.84
"Math_Grade 3_EP 29_চতুর্ভুজ.mp3",6.96
"Math_Grade 3_EP 2_স্থানীয় মান.MP3",8.87
"Math_Grade 3_EP 30_বৃত্ত.mp3",10.73
"Math_Grade 3_EP 3_সংখ্যার তুলনা.mp3",8.60
"Math_Grade 3_EP 4_সংখ্যার তুলনা.mp3",8.51
"Math_Grade 3_EP 5_যোগ.mp3",9.84
"Math_Grade 3_EP 6_যোগ.mp3",8.93
"Math_Grade 3_EP 7_বিয়োগ.mp3",9.46
"Math_Grade 3_EP 8_বিয়োগ.MP3",8.25
"Math_Grade 3_EP 9_গুণ.MP3",8.07
"Math_Grade 4_EP 10_গাণিতিক প্রতীক.MP3",7.32
"Math_Grade 4_EP 11_গুণিতক ও গূণনীয়ক.MP3",7.46
"Math_Grade 4_EP 12_গুণিতক ও গূণনীয়ক.MP3",7.81
"Math_Grade 4_EP 13_সাধারণ ভগ্নাংশ.MP3",8.12
"Math_Grade 4_EP 14_সাধারণ ভগ্নাংশ.mp3",8.69
"Math_Grade 4_EP 15_সাধারণ ভগ্নাংশ.MP3",7.83
"Math_Grade 4_EP 16_সাধারণ ভগ্নাংশ.mp3",8.76
"Math_Grade 4_EP 17_দশমিক ভগ্নাংশ.MP3",8.05
"Math_Grade 4_EP 18_দশমিক ভগ্নাংশ.mp3",9.35
"Math_Grade 4_EP 19_দশমিক ভগ্নাংশ.MP3",9.04
"Math_Grade 4_EP 1_ বড় সংখ্যা ও স্থানীয় মান.mp3",8.05
"Math_Grade 4_EP 20_পরিমাপ.MP3",7.43
"Math_Grade 4_EP 2_যোগ ও বিয়োগ.mp3",9.12
"Math_Grade 4_EP 3_যোগ ও বিয়োগ.mp3",11.32
"Math_Grade 4_EP 4_যোগ ও বিয়োগ.MP3",9.00
"Math_Grade 4_EP 5_গুণ.MP3",7.25
"Math_Grade 4_EP 6_ভাগ.MP3",9.36
"Math_Grade 4_EP 7_যোগ, বিয়োগ, গুণ ও ভাগ সংক্রান্ত.mp3",9.53
"Math_Grade 4_EP 8_যোগ, বিয়োগ, গুণ ও ভাগ সংক্রান্ত.mp3",10.41
"Math_Grade 4_EP 9_গাণিতিক প্রতীক.mp3",9.18
"Math_Grade 5_EP 11_ভগ্নাংশ.MP3",7.52
"Math_Grade 5_EP 12_ভগ্নাংশ.MP3",6.47
"Math_Grade 5_EP 13_ভগ্নাংশ.MP3",9.15
"Math_Grade 5_EP 14_ভগ্নাংশ.MP3",7.90
"Math_Grade 5_EP 15_দশমিক ভগ্নাংশ.MP3",6.50
"Math_Grade 5_EP 16_দশমিক ভগ্নাংশ.mp3",5.26
"Math_Grade 5_EP 17_দশমিক ভগ্নাংশ.mp3",4.78
"Math_Grade 5_EP 18_গড়.MP3",7.55
"Math_Grade 5_EP 19_শতকরা.MP3",8.84
"Math_Grade 5_EP 1_ চার প্রক্রিয়া সম্পর্কিত সমস্যাবলি.MP3",7.41
"Math_Grade 5_EP 20_শতকরা.MP3",11.02
"Math_Grade 5_EP 28_সময়.mp3",8.39
"Math_Grade 5_EP 2_চার প্রক্রিয়া সম্পর্কিত সমস্যাবলি.MP3",6.92
"Math_Grade 5_EP 3_চার প্রক্রিয়া সম্পর্কিত সমস্যাবলি.mp3",6.75
"Math_Grade 5_EP 4_গাণিতিক প্রতীক.MP3",7.19
"Math_Grade 5_EP 5_গুণিতক ও গুণনীয়ক.mp3",7.72
"Math_Grade 5_EP 6_গুণিতক ও গুণনীয়ক.mp3",7.26
"Math_Grade 5_EP 7_ভগ্নাংশ.MP3",6.85
"Math_Grade 5_EP 8_ভগ্নাংশ.mp3",6.99
"Math_Grade 5_EP 9_ভগ্নাংশ.MP3",8.24
"Pre-Primary Lesson 31- গান -১৪- ক এ কলা খ এ খাই.mp4",93.38
"Pre-Primary Lesson-11- গান-৫- এমন মজা হয় না.mov",9.81
"Pre-Primary Lesson-12- গল্প ৬-ছোট্ট ছেলে বেলাল.mov",23.17
"Pre-Primary Lesson-14- গল্প- কোথায় আমার মা.mov",16.17
"Pre-Primary Lesson-15-চারু কাজ- রঙ চেনানো, আঁকিবুকির বিভিন্ন উপকরণ পরিচিতি ও ব্যবহার.mov",10.41
"Pre-Primary Lesson-2 - পরিচিতি ও দৈনিক সমাবেশ.mp4",27.62
"Pre-Primary Lesson-20- ভাষার কাজ- শব্দ দিয়ে বাক্য তৈরি.mov",19.35
"Pre-Primary Lesson-23- ভাষার কাজ-প্রতীক পড়া.mov",12.11
"Pre-Primary Lesson-26- প্রাক গণিত- প্রাক গাণিতিক ধারণা ছোট-বড়.mov",7.54
"Pre-Primary Lesson-29- প্রাক গণিত-প্রাক গাণিতিক ধারণা- মোটা-চিকন.mov",11.67
"Pre-Primary Lesson-33- প্রাক গণিত- সংখ্যার ধারণা- শূন্যের ধারণা.mov",11.12
"Pre-Primary Lesson-35- প্রাক গণিত- বিয়োগ- বিয়োগের ধারণা.mov",8.78
"Pre-Primary Lesson-5-ছড়া২১- পিঁপড়া পিঁপড়া কয়টা ডিম.mov",6.20
"Pre-Primary Lesson-6- ছড়া-২2-জাম জামরুল কদবেল.mov",5.86
"Pre-Primary Lesson-8- ছড়া২6-চড়ুই ডাকে কিচির মিচির.mp4",49.21
"Pre-Primary- Lesson 1- পরিচিতি.mp4",215.84
"Pre-Primary- Lesson 10- গান- আমাদের দেশটা স্বপ্নপুরী.mp4",157.72
"Pre-Primary- Lesson 13- গল্প- বর্গরাজা ও ত্রিভুজরানি.mp4",213.00
"Pre-Primary- Lesson 16- ছড়া নং- ১৪- আয়রে আয় টিয়ে.mp4",8.15
"Pre-Primary- Lesson 17- ছড়া নং- ১৮- ভোর হলো দোর খোলো.mp4",8.72
"Pre-Primary- Lesson 18- ভাষার কাজ- পশু পাখির ডাক.mp4",177.78
"Pre-Primary- Lesson 19- ভাষার কাজ- পরিবেশের বিভিন্ন শব্দ.mp4",155.67
"Pre-Primary- Lesson 21- ভাষার কাজ- ছবির গল্প পড়া.mp4",179.23
"Pre-Primary- Lesson 22- ভাষার কাজ- বর্ণমালা পরিচিতি ও পঠন.mp4",272.74
"Pre-Primary- Lesson 24- গান -৯- দোল দোল দোলনি, রাঙা মাথায় চিরুনি.mp4",220.67
"Pre-Primary- Lesson 25- ভাষার কাজ- শব্দ লিখন.mp4",124.32
"Pre-Primary- Lesson 27- প্রাক গণিত- প্রাক গাণিতিক ধারণা.mp4",129.08
"Pre-Primary- Lesson 28- প্রাক গণিত- প্রাক গাণিতিক ধারণা.mp4",9.75
"Pre-Primary- Lesson 3- ব্যায়াম.mp4",25.95
"Pre-Primary- Lesson 30- প্রাক গণিত- প্রাক গাণিতিক ধারণা.mp4",69.20
"Pre-Primary- Lesson 32- গল্প-১২- জাম্বু নামের একটি হাতি.mp4",261.65
"Pre-Primary- Lesson 34- প্রাক গণিত- যোগ.mp4",48.86
"Pre-Primary- Lesson 36- গল্প-১৩- আলুর খোঁজে.mp4",198.99
"Pre-Primary- Lesson 37- অন্যান্য কাজ- মিল অমিলের খেলা.mp4",93.16
"Pre-Primary- Lesson 38- অন্যান্য কাজ- পরিবেশ.mp4",160.55
"Pre-Primary- Lesson 39- অন্যান্য কাজ- পরিবেশ.mp4",149.60
"Pre-Primary- Lesson 4- ছড়া-ওয়ান গেল মাছ ধরতে.mp4",97.48
"Pre-Primary- Lesson 40- অন্যান্য কাজ- বিজ্ঞান.mov",9.17
"Pre-Primary- Lesson 41- অন্যান্য কাজ- প্রযুক্তি.mp4",165.71
"Pre-Primary- Lesson 42- অন্যান্য কাজ- স্বাস্থ্য.mp4",158.56
"Pre-Primary- Lesson 43- অন্যান্য কাজ- নিরাপত্তা.mov",14.23
"Pre-Primary- Lesson 44- অন্যান্য কাজ- যা নিয়ে আমাদের পরিবেশ.mov",11.40
"Pre-Primary- Lesson 7- ছড়া- লাল শাক কচু শাক.mp4",77.99
"Pre-Primary- Lesson 9- গান- লাল ঝুটি কাকাতুয়া.mp4",155.39
"Pre-Primary_Episode 10_ছড়া -২৫.mp3",5.52
"Pre-Primary_Episode 14_গান -১২.mp3",8.03
"Pre-Primary_Episode 15_গল্প-১.mp3",6.77
"Pre-Primary_Episode 16_গল্প-২.mp3",6.48
